Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),year,site
23-03-2023,30.10438596,58.03395833,11.74138889,25.07888889,36.82038194,43.26767361,8.759305556,0.671527778,38.0103125,82.47375,1.534722222,79.94784722,0.002083333,0.002083333,208.4857639,998.0711806,-0.0628125,2023,1419
24-03-2023,30.64576389,66.74072917,11.71350694,24.37868056,36.09152778,43.33982639,9.114131944,0.556284722,34.84059028,85.64041667,1.665416667,72.35277778,0.077083333,0.077083333,200.1152778,1000.396875,-0.069479167,2023,1419
25-03-2023,28.08768116,60.87680556,11.23388889,25.33350694,36.56697917,43.33295139,8.654722222,0.588472222,37.21184028,81.25364583,1.439270833,74.91229167,0.002083333,0.002083333,221.059375,1001.144097,-0.054375,2023,1419
26-03-2023,40.52434028,78.26850694,10.69802083,24.10180556,34.79875,42.7421875,9.074479167,0.615034722,36.001875,82.32701389,1.3975,102.5948611,0,0,200.6822917,997.5875,-0.0315625,2023,1419
27-03-2023,42.57166667,98.81083333,12.11017361,26.07854167,38.18829861,42.33940972,9.587326389,0.698506944,44.20663194,64.03302083,1.394201389,121.3754167,0,0,245.9024306,997.0399306,-0.016979167,2023,1419
28-03-2023,38.32274306,98.52204861,13.47451389,28.52305556,41.97868056,41.41631944,9.875243056,0.660069444,47.03798611,49.24927083,1.286493056,147.3331597,0,0,244.1288194,998.2305556,-0.072604167,2023,1419
29-03-2023,36.08940972,87.93743056,11.506875,26.7596875,38.26635417,42.781875,9.782986111,0.667708333,52.42166667,51.50600694,1.452916667,114.6540278,0,0,260.4545139,1000.161458,-0.095381944,2023,1419
30-03-2023,38.67979167,85.12258333,10.84795833,25.07291667,35.92070833,43.925,9.141333333,0.601708333,46.24379167,70.96654167,1.505125,82.69883333,0,0,136.1158333,998.9558333,-0.116,2023,1419
31-03-2023,29.49416667,66.30663194,10.98486111,24.8940625,35.87909722,42.98107639,9.226041667,0.517013889,48.11944444,58.12118056,1.907222222,89.5125,0,0,182.1798611,1000.042708,-0.135347222,2023,1419
01-04-2023,24.36722222,49.2521875,10.79868056,24.82930556,35.62836806,43.31715278,8.717152778,0.563298611,38.98631944,77.36315972,1.347430556,129.2082986,0.279166667,0.279166667,163.5166667,999.0152778,-0.158229167,2023,1419
02-04-2023,18.25052083,38.85527778,11.04055556,22.55784722,33.59815972,43.41871528,8.516284722,0.515972222,36.45684028,77.05489583,1.353888889,150.0568056,0.002083333,0.002083333,247.9572917,996.6267361,-0.166979167,2023,1419
03-04-2023,22.51597826,51.51068841,11.08800725,23.73050725,34.8192029,43.3042029,8.911268116,0.587789855,42.99,68.50711806,1.428263889,111.7150694,0,0,245.0784722,996.1944444,-0.1765625,2023,1419
04-04-2023,24.15472222,52.50913194,10.29243056,22.34802083,32.64041667,43.2934375,9.011736111,0.5384375,43.70083333,79.51930556,1.707534722,81.41482639,0,0,228.0673611,997.3635417,-0.144479167,2023,1419
05-04-2023,27.86291667,65.63440972,10.65784722,23.41975694,34.07753472,42.86371528,9.206423611,0.592361111,39.92597222,73.90545139,1.5071875,117.8169792,0,0,249.38125,996.5375,-0.081111111,2023,1419
06-04-2023,36.42463768,86.51778986,12.48224638,25.96246377,38.4440942,42.4532971,9.774930556,0.630520833,43.89583333,70.29131944,1.608229167,99.92791667,0,0,251.5291667,999.8076389,-0.1096875,2023,1419
07-04-2023,37.73743056,93.46538194,11.83017361,28.00802083,39.83833333,41.52159722,9.877847222,0.678090278,44.82222222,58.78909722,1.439930556,95.54666667,0,0,262.640625,1001.752083,-0.150138889,2023,1419
08-04-2023,37.67534091,102.1136364,11.84725694,28.02559028,39.87302083,41.49371528,10.07725694,0.641875,44.0296875,57.02121528,1.251111111,167.7332292,0,0,241.4954861,1003.002431,-0.164270833,2023,1419
09-04-2023,45.83072917,115.7239583,11.64079861,28.27649306,39.88038194,40.93715278,9.600138889,0.737847222,41.82100694,61.17024306,1.134027778,146.8070833,0,0,236.5649306,1001.552778,-0.179895833,2023,1419
10-04-2023,44.96510417,126.6483333,12.53302083,29.72815972,42.22888889,40.03111111,10.02246528,0.674965278,50.18458333,52.04305556,1.206631944,190.45,0,0,247.8670139,998.9722222,-0.179895833,2023,1419
11-04-2023,52.9234375,150.4779167,12.599375,30.48114583,43.0353125,39.96399306,11.69704861,0.832916667,49.560625,51.85916667,1.472430556,146.7545833,0,0,230.1079861,999.5878472,-0.175034722,2023,1419
12-04-2023,57.5871875,153.12625,11.84934028,33.01399306,44.83760417,42.85486111,11.46743056,0.742986111,48.68260417,47.741875,1.401284722,123.8905903,0,0,225.659375,999.1798611,-0.166354167,2023,1419
13-04-2023,51.6215625,132.7830208,12.13052083,32.42559028,44.54913194,40.34423611,11.33472222,0.708506944,51.35024306,51.43854167,1.416701389,149.8243403,0,0,224.3434028,997.6295139,-0.167291667,2023,1419
14-04-2023,53.34583333,129.3632609,11.15586806,31.57364583,42.72645833,41.89572917,11.31413194,0.783854167,46.35309028,49.20934028,1.2471875,138.3639236,0.035416667,0.035416667,220.3597222,998.0399306,-0.154166667,2023,1419
15-04-2023,66.61059028,145.8046528,12.45239583,31.05520833,43.50722222,40.07916667,11.34836806,0.914826389,44.65260417,50.55496528,1.120173611,178.0731597,0,0,193.2836806,997.7326389,-0.1709375,2023,1419
16-04-2023,73.10145833,155.2748611,13.17836806,30.49434028,43.67159722,40.17854167,9.647222222,0.936458333,33.56982639,63.78760417,1.119340278,160.6159722,0,0,182.9770833,995.3777778,-0.188958333,2023,1419
17-04-2023,62.85815972,127.7626042,11.33470833,27.22770833,38.559,41.589875,10.13548611,0.869965278,47.5096875,48.7234375,1.433854167,116.1189236,0,0,207.9069444,995.4871528,-0.190416667,2023,1419
18-04-2023,68.19006944,141.1737847,10.69649306,25.84607639,36.54201389,41.99298611,9.978298611,0.805694444,40.53725694,59.22972222,1.681909722,64.87854167,0,0,186.0444444,996.8354167,-0.194965278,2023,1419
19-04-2023,57.7678125,110.7797222,10.45583333,24.96913194,35.42538194,42.1653125,9.384861111,0.757604167,45.3984375,61.06409722,1.90125,58.32222222,0,0,185.0708333,993.0253472,-0.192986111,2023,1419
20-04-2023,41.65614583,77.43201389,10.18694444,24.64145833,34.82822917,42.71354167,8.789340278,0.639930556,47.67520833,59.4490625,1.948819444,65.87659722,0,0,158.6309028,991.5958333,-0.1959375,2023,1419
21-04-2023,35.84357143,66.67611111,10.44146825,23.89162698,34.33190476,42.93777778,9.026587302,0.615238095,40.48079365,69.74083333,1.726865079,80.82944444,0.038095238,0.033333333,106.1698413,992.8654762,-0.188333333,2023,1419
22-04-2023,21.879375,38.95798611,10.03746528,22.67538194,32.71378472,43.21583333,8.792430556,0.526458333,50.78083333,66.73659722,1.575347222,124.9752083,0.060416667,0.060416667,265.8746528,995.2496528,-0.2,2023,1419
23-04-2023,20.87652778,39.40013889,9.854270833,22.14118056,31.98857639,43.31048611,8.356111111,0.514375,49.04930556,72.62951389,1.861736111,92.36961806,0.402083333,0.402083333,257.4159722,998.8951389,-0.19875,2023,1419
24-04-2023,23.59184028,55.38986111,13.57552083,26.51423611,40.08972222,40.79027778,8.885069444,0.619722222,35.62385417,71.40899306,1.1421875,183.0184375,0,0,225.0597222,1002.148958,-0.196666667,2023,1419
25-04-2023,30.94222222,68.96524306,11.35090278,25.98996528,37.33868056,41.77798611,9.063715278,0.533159722,37.03739583,64.40701389,1.158645833,177.2505903,0,0,255.6920139,1000.934722,-0.1990625,2023,1419
26-04-2023,33.30534722,73.83253472,10.69347222,23.81138889,34.50534722,42.88954861,8.762048611,0.516944444,50.36215278,60.33722222,1.332743056,185.2308681,0,0,261.0934028,998.4604167,-0.201145833,2023,1419
27-04-2023,30.4525,64.15420139,10.39645833,24.75152778,35.14767361,42.57378472,9.345625,0.584965278,52.16850694,64.80184028,1.408194444,125.2732292,0,0,240.1329861,998.6923611,-0.206527778,2023,1419
28-04-2023,39.50777778,89.74222222,11.30128472,25.69444444,36.995625,42.82829861,9.64625,0.639305556,48.64791667,68.97274306,1.321701389,127.2192014,0,0,223.4430556,998.6934028,-0.2034375,2023,1419
29-04-2023,34.97482639,70.3134375,10.18927083,24.28649306,34.47090278,42.76486111,8.838506944,0.618645833,55.95322917,79.49506944,1.548506944,102.2510417,0,0,165.1861111,998.5128472,-0.203090278,2023,1419
30-04-2023,26.92670139,51.0871875,10.13652778,22.21329861,32.34975694,43.32121528,8.227986111,0.596944444,45.4178125,85.38819444,1.556736111,106.4936458,0.175,0.175,188.3347222,998.1576389,-0.202083333,2023,1419
01-05-2023,24.99395833,52.58604167,11.55704861,22.39388889,33.9509375,42.44402778,8.315,0.672881944,33.28982639,86.55989583,1.129930556,177.8615278,0.002083333,0.002083333,163.6357639,999.0090278,-0.200104167,2023,1419
02-05-2023,36.37788194,77.59826389,13.485,25.71763889,39.19951389,41.03805556,8.700104167,0.666319444,27.81,81.194375,0.997013889,211.996875,0,0,140.0524306,999.4881944,-0.193229167,2023,1419
03-05-2023,32.40631944,73.48819444,15.06225694,25.38854167,40.45017361,40.85430556,8.855104167,0.667673611,32.84385417,69.15527778,1.033576389,195.4766667,0,0,247.6163194,999.5819444,-0.2,2023,1419
04-05-2023,28.6015625,54.06934028,10.69135417,24.04795139,34.73809028,42.39423611,8.764479167,0.582777778,33.49520833,84.85239583,1.348993056,130.0295833,0.079166667,0.079166667,170.9090278,998.95,-0.198541667,2023,1419
05-05-2023,33.50677083,63.57663194,14.11697917,25.39086806,39.50732639,40.50684028,9.049548611,0.662291667,30.2196875,71.865,1.001388889,206.4998264,0,0,279.4989583,995.8611111,-0.193923611,2023,1419
06-05-2023,32.78243056,76.66347222,11.07239583,25.39215278,36.46288194,42.25024306,9.362152778,0.631215278,44.24069444,62.73027778,1.168993056,131.535,0,0,287.9163194,993.8878472,-0.190833333,2023,1419
07-05-2023,32.21677083,70.13986111,9.833784722,22.53024306,32.36326389,43.17989583,9.339618056,0.573576389,56.70649306,56.45916667,1.897916667,78.7296875,0,0,271.89375,994.6621528,-0.200520833,2023,1419
08-05-2023,28.41416667,70.50142361,10.32173611,24.66059028,34.98274306,42.32024306,9.290555556,0.664965278,54.74319444,53.4778125,1.6584375,99.80923611,0,0,277.6979167,994.384375,-0.2003125,2023,1419
09-05-2023,32.71878472,73.65322917,11.41170139,23.18208333,34.59288194,42.49534722,9.34875,0.669930556,50.10329861,59.93881944,1.365902778,131.4610069,0,0,287.8996528,994.0118056,-0.200104167,2023,1419
10-05-2023,39.60713768,104.0825725,12.02923611,27.21649306,39.24534722,43.27527778,9.665034722,0.658819444,53.8215625,46.57076389,1.248090278,147.4602431,0,0,298.2385417,994.0673611,-0.176423611,2023,1419
11-05-2023,39.68298611,90.27274306,10.22246528,25.18003472,35.403125,42.69753472,10.51774306,0.651527778,63.13892361,47.47989583,1.526145833,102.2085069,0,0,297.1513889,997.2944444,-0.163194444,2023,1419
12-05-2023,41.79236111,87.72100694,10.4184375,24.73034722,35.14854167,42.66788194,9.650625,0.648055556,59.93510417,50.93041667,1.854861111,76.91902778,0,0,287.2947917,998.0239583,-0.1703125,2023,1419
13-05-2023,38.44572917,82.61131944,11.02805556,29.19121528,40.21927083,40.88888889,9.1540625,0.727777778,54.99753472,42.38861111,1.415277778,100.4067014,0,0,297.0020833,996.6961806,-0.160104167,2023,1419
14-05-2023,41.56017361,80.28513889,10.68180556,25.17034722,35.85190972,42.55059028,9.158541667,0.621527778,53.14746528,46.79923611,1.487430556,136.6293403,0,0,299.8701389,992.8232639,-0.152291667,2023,1419
15-05-2023,26.72663194,47.38725694,10.10427083,23.84871528,33.95319444,42.67385417,8.931944444,0.606076389,56.69677083,48.61819444,1.402326389,117.5661806,0,0,205.7381944,993.5690972,-0.156319444,2023,1419
16-05-2023,28.56895833,49.05902778,10.39739583,23.86979167,34.26701389,42.74378472,9.093020833,0.596527778,41.68104167,78.49534722,1.764791667,86.82461806,0.025,0.025,166.6329861,995.6711806,-0.116111111,2023,1419
17-05-2023,20.97697917,36.25024306,10.50878472,21.71944444,32.22791667,43.30045139,8.2134375,0.578576389,38.84222222,91.46722222,1.841909722,82.67642361,0.290972222,0.2875,162.9697917,999.2017361,-0.149201389,2023,1419
18-05-2023,19.61618056,36.39892361,10.23072917,21.43309028,31.66215278,43.22902778,8.555902778,0.558368056,42.63326389,88.75,1.791458333,97.78434028,0.04375,0.04375,209.1746528,999.7003472,-0.1396875,2023,1419
19-05-2023,21.39440972,49.45409722,10.40678571,23.8652381,34.27166667,42.21083333,8.583402778,0.626388889,35.73524306,87.20625,1.498611111,72.71607639,0,0,143.9444444,997.4604167,-0.130138889,2023,1419
20-05-2023,27.96329861,58.65392361,11.51543651,24.24837302,35.7631746,42.09884921,8.412256944,0.613854167,37.11319444,85.45340278,1.548125,87.7515625,0,0,230.6854167,996.078125,-0.167291667,2023,1419
21-05-2023,31.76060606,63.33651515,11.18892857,24.12904762,35.16571429,44.90327381,8.281488095,0.550952381,45.76083333,78.46964286,1.806845238,46.0860119,0.121428571,0.070833333,76.37857143,996.9190476,-0.181428571,2023,1419
22-05-2023,24.23131944,57.47197917,10.69145833,24.35475694,35.04614583,42.1621875,8.721006944,0.596076389,36.78545139,78.87958333,1.682465278,75.38197917,0,0,207.6833333,999.1878472,-0.1871875,2023,1419
23-05-2023,28.91395833,53.8315625,10.62038194,23.27239583,33.89385417,42.5096875,8.624131944,0.566840278,33.77770833,87.60465278,1.545798611,116.3562153,0.063888889,0.060416667,158.9027778,998.6659722,-0.194930556,2023,1419
24-05-2023,24.22965278,47.28947917,10.4540625,23.37861111,33.83229167,42.57947917,8.706805556,0.620486111,44.09180556,70.93399306,1.079791667,157.9739583,0,0,322.8475694,996.7416667,-0.21375,2023,1419
25-05-2023,33.48670139,55.6834375,10.32159722,22.82295139,33.14479167,42.83590278,8.541979167,0.597430556,45.50350694,76.62375,1.459895833,95.76409722,0.297916667,0.297916667,252.9704861,996.1586806,-0.211666667,2023,1419
26-05-2023,20.89809028,38.20239583,10.30559028,21.40659722,31.71208333,43.30524306,8.104027778,0.561736111,41.18336806,83.76743056,1.412847222,116.5002778,0.035416667,0.035416667,288.9743056,996.9114583,-0.203020833,2023,1419
27-05-2023,21.675625,38.81527778,12.52746528,23.65680556,36.18447917,42.43493056,7.548159722,0.632569444,35.40100694,88.39114583,1.347986111,126.9925,0.308333333,0.308333333,163.6513889,997.0215278,-0.216979167,2023,1419
28-05-2023,30.12201389,58.35836806,12.54621528,23.6496875,36.195625,41.89902778,7.3409375,0.644513889,30.1021875,80.5059375,1.197013889,159.8514583,0,0,248.4951389,998.1545139,-0.21125,2023,1419
29-05-2023,27.48641304,57.32391304,13.46652778,24.04920139,37.51548611,43.10194444,7.171666667,0.635694444,31.64173611,65.4640625,0.991354167,221.27375,0,0,326.7861111,998.3125,-0.219270833,2023,1419
30-05-2023,32.1584375,68.36670139,13.63972222,24.97420139,38.61246528,43.83607639,6.704652778,0.664895833,35.69027778,66.31701389,0.979375,227.2088542,0,0,317.8482639,996.95625,-0.2271875,2023,1419
31-05-2023,43.2953125,80.133125,11.74822917,22.45934028,34.20666667,42.95614583,6.873263889,0.664895833,42.38635417,64.83510417,1.281597222,143.6346875,0,0,287.26875,994.6736111,-0.228784722,2023,1419
01-06-2023,41.92961806,75.52368056,11.35878472,23.1225,34.48163194,42.49086806,6.234826389,0.775381944,44.21895833,67.82447917,1.543819444,126.3498611,0,0,266.2586806,992.8052083,-0.222083333,2023,1419
02-06-2023,50.61746528,94.57420139,11.54399306,23.46413194,35.00875,42.32649306,6.421909722,0.710902778,44.67590278,66.2340625,1.160833333,162.6821181,0,0,281.5111111,992.5142361,-0.213645833,2023,1419
03-06-2023,47.30173611,86.293125,10.36822917,22.18388889,32.55166667,42.99829861,6.8184375,0.692395833,54.97586806,61.22357639,1.726041667,81.33288194,0,0,297.2378472,994.2350694,-0.219270833,2023,1419
04-06-2023,42.40552083,76.36944444,10.35652778,21.30743056,31.66326389,43.08541667,6.5525,0.756319444,55.14635417,62.1940625,1.601493056,92.54444444,0,0,276.0486111,994.2583333,-0.216527778,2023,1419
05-06-2023,47.54694444,82.77222222,10.50402778,22.16197917,32.66673611,42.71121528,6.466666667,0.718715278,50.5609375,64.00020833,1.516840278,98.706875,0,0,267.5666667,993.5680556,-0.212013889,2023,1419
06-06-2023,41.73638889,74.36059028,10.62125,22.67697917,33.29864583,42.42461806,6.373888889,0.666944444,45.33642361,57.4721875,1.461805556,88.683125,0,0,276.2597222,992.2243056,-0.2046875,2023,1419
07-06-2023,39.86690972,72.20427083,10.26434028,22.66819444,32.93097222,42.55180556,6.873923611,0.708055556,51.99899306,48.34284722,1.456076389,114.5920139,0,0,278.6288194,991.6243056,-0.216041667,2023,1419
08-06-2023,45.44204861,85.06375,10.67822917,21.4896875,32.16770833,42.90927083,6.394097222,0.749166667,49.07819444,63.88684028,1.460729167,109.8649653,0,0,271.3875,991.3909722,-0.2103125,2023,1419
09-06-2023,30.45034722,57.99114583,10.67083333,20.91638889,31.58670139,43.10260417,6.448159722,0.604444444,45.82826389,71.21583333,1.520243056,114.8508681,0,0,236.609375,990.8885417,-0.1971875,2023,1419
10-06-2023,28.05152778,52.27892361,12.49916667,22.34885417,34.84704861,42.59888889,6.292083333,0.683020833,23.53274306,91.54454861,1.197152778,129.5775,0.033333333,0.033333333,108.2125,990.2361111,-0.1690625,2023,1419
11-06-2023,26.11097222,44.98559028,11.06649306,19.21402778,30.28034722,43.4890625,6.386909722,0.644930556,28.65652778,88.4909375,1.478958333,91.99743056,0.033333333,0.033333333,196.8701389,989.2131944,-0.148020833,2023,1419
12-06-2023,19.04743056,34.55743056,11.41295139,21.74989583,33.16357639,42.51371528,6.13875,0.710659722,36.16600694,90.84795139,1.469375,107.3329514,0.783333333,0.78125,195.1215278,990.4069444,-0.123958333,2023,1419
13-06-2023,23.01864583,41.60979167,10.94097222,19.91736111,30.858125,43.30097222,6.248645833,0.612673611,35.48760417,89.26965278,1.626423611,86.64135417,0.077083333,0.077083333,226.5510417,989.1024306,-0.111354167,2023,1419
14-06-2023,24.35420139,41.81340278,11.0240625,20.73951389,31.76399306,42.92777778,6.144965278,0.626875,36.67756944,89.16993056,1.507916667,97.15131944,0.049305556,0.045833333,173.078125,988.6114583,-0.0896875,2023,1419
15-06-2023,25.90944444,45.85645833,11.19892361,20.17454861,31.37381944,43.43548611,6.136388889,0.605347222,36.60340278,95.70861111,1.597986111,71.8959375,0.225,0.225,139.2173611,988.2010417,-0.069722222,2023,1419
16-06-2023,17.79475694,32.42777778,11.27857639,20.27402778,31.5528125,42.9175,6.177256944,0.592604167,31.08010417,97.29829861,1.832048611,52.62864583,0.266666667,0.266666667,67.06493056,989.7315972,-0.073888889,2023,1419
17-06-2023,18.25692029,34.39985507,11.40944444,19.92291667,31.33243056,44.00809028,6.329166667,0.583819444,27.87763889,96.56211806,1.758645833,62.25982639,0.027083333,0.020833333,127.6440972,991.6986111,-0.083020833,2023,1419
18-06-2023,14.23121528,28.69611111,11.12368056,18.99788194,30.12083333,43.46,7.109826389,0.625868056,27.41732639,97.39614583,1.763715278,60.06670139,0.444444444,0.44375,57.33854167,993.415625,-0.109652778,2023,1419
19-06-2023,11.16038194,28.61871528,11.38430556,20.24239583,31.62614583,42.70385417,7.255173611,0.569479167,24.46857639,97.44777778,1.638159722,45.96461806,0.413888889,0.4125,46.80451389,993.24375,-0.132708333,2023,1419
20-06-2023,16.12975694,33.16354167,11.14694444,19.95590278,31.10302083,43.04413194,7.142708333,0.574409722,23.48003472,97.25486111,1.263923611,75.10934028,0.261111111,0.235416667,106.1965278,992.5100694,-0.1384375,2023,1419
21-06-2023,14.34173611,32.72895833,10.98145833,19.24447917,30.22666667,43.40052083,7.112916667,0.571493056,29.35756944,97.28010417,1.494236111,91.38708333,0.210416667,0.210416667,165.9340278,993.0947917,-0.127951389,2023,1419
22-06-2023,16.71530303,37.0242803,11.70649123,20.48635965,32.19280702,44.14692982,6.6428125,0.576805556,26.40094203,97.32590278,1.258576389,86.49166667,0.104166667,0.104166667,115.6447917,993.6930556,-0.141979167,2023,1419
23-06-2023,17.99340278,35.73833333,12.01357639,19.62267361,31.63597222,43.13458333,6.035868056,0.588333333,22.51100694,97.32670139,1.453020833,48.29538194,0.720833333,0.720833333,95.89131944,993.5517361,-0.1565625,2023,1419
24-06-2023,21.61006944,42.04670139,13.1921875,19.98795139,33.17951389,42.44194444,6.194722222,0.688125,20.47784722,91.80850694,1.302986111,87.83555556,0.05,0.05,186.2559028,992.85,-0.157847222,2023,1419
25-06-2023,19.716875,39.21694444,11.2825,18.44975694,29.73225694,43.83388889,6.067048611,0.541458333,24.36576389,88.28006944,1.589444444,77.05482639,0,0,252.3524306,993.2545139,-0.160277778,2023,1419
26-06-2023,17.73770833,38.28871528,11.38503472,19.33645833,30.72128472,43.26996528,6.223402778,0.544861111,25.28329861,80.82670139,1.56,70.02524306,0,0,261.2815972,993.2013889,-0.153854167,2023,1419
27-06-2023,16.22006944,33.85878472,11.45916667,19.49774306,30.95788194,43.14381944,6.144583333,0.556527778,23.32427083,96.63697917,1.710625,51.63079861,0.642361111,0.641666667,141.0805556,993.9125,-0.162951389,2023,1419
28-06-2023,14.93635417,27.94708333,11.11079861,18.61618056,29.72805556,43.46739583,6.111875,0.531284722,24.07746528,94.80732639,1.792152778,52.75760417,0.377083333,0.377083333,142.2125,995.5961806,-0.164791667,2023,1419
29-06-2023,17.60118056,30.73024306,10.53288194,18.37972222,28.91256944,43.61027778,6.092638889,0.543263889,24.06274306,94.1221875,1.422569444,76.79555556,0.058333333,0.058333333,161.0916667,995.1420139,-0.160520833,2023,1419
30-06-2023,14.76493056,28.38118056,11.28704861,18.92572917,30.2125,43.35079861,6.129548611,0.536354167,23.42809028,97.36729167,1.569652778,55.729375,0.6,0.6,67.49097222,993.7527778,-0.165625,2023,1419
01-07-2023,15.07236111,29.32447917,10.9928125,18.66861111,29.66125,44.21065972,5.913506944,0.536354167,24.10465278,93.50659722,1.378229167,79.41204861,0.140972222,0.139583333,195.8826389,993.5944444,-0.140520833,2023,1419
02-07-2023,13.82305556,30.31625,10.64038194,18.48975694,29.13027778,43.66486111,6.148854167,0.579131944,22.63857639,96.11072917,1.240243056,82.44607639,0.654166667,0.654166667,135.2586806,992.9309028,-0.1209375,2023,1419
03-07-2023,17.19107639,33.60576389,10.82065972,19.26673611,30.08697917,43.16652778,5.989791667,0.648576389,22.11375,97.34809028,1.273576389,88.59305556,0.264583333,0.264583333,99.13090278,993.246875,-0.137951389,2023,1419
04-07-2023,18.95913194,36.55003472,11.82305556,19.511875,31.33284722,43.50447917,5.931875,0.634166667,21.15204861,97.30836806,1.214826389,91.81336806,0.020833333,0.020833333,106.084375,993.2815972,-0.158923611,2023,1419
05-07-2023,21.69972222,42.37958333,11.855625,18.75833333,30.613125,43.19034722,6.156319444,0.579340278,21.28003472,92.619375,1.017013889,145.9619444,0,0,175.2534722,992.1927083,-0.148819444,2023,1419
06-07-2023,18.06534722,36.5203125,10.92444444,18.04961806,28.97375,43.55048611,6.154305556,0.521666667,24.80690972,93.02767361,1.754270833,55.88427083,0.01875,0.01875,212.6628472,993.8256944,-0.140625,2023,1419
07-07-2023,12.51288194,26.48222222,11.22961806,18.2184375,29.44770833,43.505,6.087326389,0.483541667,23.53142361,92.70763889,1.565034722,81.86611111,0.691666667,0.691666667,188.0479167,995.4989583,-0.134270833,2023,1419
08-07-2023,14.53238636,30.03018939,10.68232639,17.81138889,28.49409722,44,5.718263889,0.533993056,24.49072917,93.31347222,1.253402778,84.52010417,0.116666667,0.116666667,188.9170139,995.934375,-0.120347222,2023,1419
09-07-2023,12.59611111,31.02163194,10.63736111,17.78840278,28.42607639,43.62076389,5.045034722,0.5921875,27.61010417,91.92864583,1.343472222,83.37774306,1.379166667,1.379166667,197.1225694,994.5173611,-0.1440625,2023,1419
10-07-2023,16.74881944,41.27819444,13.49947917,19.92458333,33.42333333,41.97204861,5.097743056,0.744861111,24.57548611,96.86423611,1.002361111,116.7391667,0.179166667,0.179166667,97.94722222,993.6708333,-0.156354167,2023,1419
11-07-2023,24.02076389,53.23236111,11.29909722,18.57260417,29.87152778,43.53614583,5.04625,0.456527778,28.27472222,96.55802083,1.126597222,123.8491319,0.03125,0.03125,148.2739583,993.2486111,-0.165868056,2023,1419
12-07-2023,17.08965278,40.35690972,11.73128472,18.93663194,30.66802083,42.92302083,5.152083333,0.651631944,26.11770833,97.36711806,1.105381944,102.4007292,0.830555556,0.8125,56.16736111,993.6493056,-0.17875,2023,1419
13-07-2023,15.08878472,37.81357639,11.44409722,18.65125,30.09479167,43.19246528,5.069479167,0.582395833,23.77302083,97.35680556,1.065451389,117.0849306,0.588194444,0.5875,91.07083333,994.0118056,-0.172916667,2023,1419
14-07-2023,15.41847222,33.56871528,12.68583333,19.69375,32.37996528,43.080625,5.205625,0.589270833,22.00513889,97.39059028,1.163055556,83.19104167,1.797916667,1.797916667,59.41180556,994.3892361,-0.169583333,2023,1419
15-07-2023,20.4525,41.14897727,12.09121528,18.26607639,30.35631944,43.93229167,5.098949275,0.501493056,22.64489583,93.7075,1.231770833,87.49871528,0,0,181.1972222,993.7246528,-0.1821875,2023,1419
16-07-2023,18.9696875,35.56552083,12.70350694,20.54319444,33.24704861,42.35173611,4.881701389,0.579479167,25.11083333,91.60725694,1.488923611,54.19381944,0.004166667,0.004166667,175.4822917,993.1559028,-0.193020833,2023,1419
17-07-2023,19.2209375,37.93,11.65350694,16.89951389,28.55357639,43.72354167,5.366215278,0.536076389,23.56774306,92.74753472,1.438055556,63.6521875,0.108333333,0.108333333,170.8145833,992.8975694,-0.199583333,2023,1419
18-07-2023,21.63083333,42.20038194,14.42659722,22.7234375,37.15059028,41.70319444,5.4565625,0.546458333,23.92940972,80.12263889,1.1090625,140.9834375,0,0,275.7597222,991.7899306,-0.189791667,2023,1419
19-07-2023,24.2328125,51.2359375,12.860625,19.0003125,31.86079861,43.03927083,5.156631944,0.622361111,26.03197917,75.88194444,1.1109375,154.6485417,0,0,302.2402778,990.7319444,-0.210104167,2023,1419
20-07-2023,29.67,57.69043478,11.37201389,17.35916667,28.73118056,43.81760417,5.305763889,0.429791667,28.96357639,83.07958333,1.088263889,153.491875,0,0,231.4631944,991.1145833,-0.2153125,2023,1419
21-07-2023,20.83260417,39.51829861,12.02055556,17.9853125,30.00541667,43.23131944,6.134375,0.592326389,27.35,96.72642361,1.224027778,86.57506944,0.166666667,0.166666667,89.87847222,995.040625,-0.224895833,2023,1419
22-07-2023,16.05260417,36.89434028,11.83923611,17.51048611,29.34958333,43.42385417,5.810729167,0.569444444,26.20302083,86.02170139,1.270173611,107.5618403,0.089583333,0.089583333,276.5017361,997.5166667,-0.228715278,2023,1419
23-07-2023,20.84079861,42.90958333,11.19416667,16.88965278,28.08368056,43.90826389,6.118576389,0.487604167,25.84163194,84.03552083,1.097465278,140.3742361,0.002083333,0.002083333,256.3760417,996.5770833,-0.218958333,2023,1419
24-07-2023,19.24690972,35.79100694,10.71072917,16.49361111,27.20454861,44.44434028,5.889305556,0.461458333,26.50236111,91.17493056,1.138854167,164.3388194,0.274305556,0.272916667,194.7947917,994.6107639,-0.178541667,2023,1419
25-07-2023,18.8265625,38.22135417,11.6634375,17.85305556,29.51625,43.05336806,5.973784722,0.5146875,25.62541667,86.46545139,1.198020833,121.4422222,0.004166667,0.004166667,222.7902778,994.7434028,-0.223854167,2023,1419
