Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),year,site
01-01-2020 0:00,113.3,183.55,16.89,61.9,78.79,57.49,12,1.17,30.55,74.77,0.8,62.06,0,0,58.31,0,0.05,2020,1418
02-01-2020 0:00,83.57,129.6,12.11,44.81,56.92,55.21,11.03,0.85,26.24,78.52,0.89,78.19,0,0,80.94,0,0.05,2020,1418
03-01-2020 0:00,47.43,75.09,5.26,31.87,37.12,43.01,14.7,0.66,19.01,89,0.73,168.65,0.15,14.2,78.97,0,0.06,2020,1418
04-01-2020 0:00,51.88,91.35,6.18,32.58,38.71,36.35,10.49,0.79,25.1,87.53,0.76,165.83,0,0.4,96.33,999.12,0.05,2020,1418
05-01-2020 0:00,46.28,78.11,7.34,34.82,42.14,33.02,10.42,0.54,33.69,75.26,0.89,81.18,0,0,136.5,999.7,0.04,2020,1418
06-01-2020 0:00,74.69,131.34,6.79,44.05,50.84,37.57,11.83,0.87,32.28,73.66,0.81,150.05,0,0,139.7,0,0.05,2020,1418
07-01-2020 0:00,116.45,196.31,5.71,49.55,55.26,52.69,10.9,1.1,31.87,79.42,0.68,170.43,0,0,97.89,999.59,0.05,2020,1418
08-01-2020 0:00,138.63,223.01,18.5,50.36,68.85,66.3,12.09,1.29,32.92,76.87,0.65,157.1,0,0.2,101.6,999.3,0.04,2020,1418
09-01-2020 0:00,108.82,168.63,8.36,43.03,51.44,55.09,13.9,0.95,25.71,89.55,0.66,170.51,0.08,7.2,75.21,999.73,0.03,2020,1418
10-01-2020 0:00,80.92,137.6,4.86,29.54,34.4,39.45,11.65,0.47,41.89,72.44,0.89,23.28,0,0,127.13,0,0.03,2020,1418
11-01-2020 0:00,61.29,102.97,4.22,28.27,32.49,36.62,7.57,0.41,44.7,74.47,0.95,54.74,0,0,143.91,0,0.04,2020,1418
12-01-2020 0:00,61.9,111.2,6.32,30.89,37.21,38.4,8.69,0.48,55.77,64.36,0.89,68.34,0,0,154.79,999.05,0.04,2020,1418
13-01-2020 00:00,97.62,178.78,11.89,54.45,66.34,56.2,13.05,1.05,39.4,67.98,0.78,163.75,0,0,138.71,998.4,0.03,2020,1418
14-01-2020 00:00,162.36,267.42,19.85,71.04,90.82,77.31,16.66,1.99,38.42,72.9,0.65,190.98,0,0,127.24,998.59,0.05,2020,1418
15-01-2020 00:00,120.92,215.05,23.44,66.99,89.91,76.21,17.03,1.74,36.76,70.68,0.72,165.28,0,0,124.66,999.37,0.06,2020,1418
16-01-2020 00:00,129.8,219.2,12.68,54.67,67.29,63.47,9.76,1.12,38.83,74.18,0.74,195.2,0,0,109.75,999.15,0.04,2020,1418
17-01-2020 00:00,100.94,178.87,9.14,45.4,54.41,58.81,8.4,0.99,40.52,69.84,0.9,186.12,0,0,138.81,999.41,0.03,2020,1418
18-01-2020 00:00,122.64,214.03,4.92,45.08,50,53.81,12.78,1.5,33,76.46,0.88,83,0,0,114.89,999.43,0.03,2020,1418
19-01-2020 00:00,80.78,135.5,4.45,26.31,30.76,40.95,9.05,1.02,30.74,83.96,1.01,26.4,0,0,55.48,999.7,0.03,2020,1418
20-01-2020 00:00,57.02,101.65,5.15,36.47,41.61,42.88,15.12,0.54,41.95,64.96,0.88,90.33,0,0,154.46,0,0.04,2020,1418
21-01-2020 00:00,96.32,173.65,16.41,54.29,70.7,63.83,15.03,1.17,37.27,73.29,0.69,156.14,0,0,108.37,0,0.04,2020,1418
22-01-2020 00:00,132.68,222.14,19.42,67.05,86.47,73.89,22.83,1.55,19.26,73.72,0.67,170,0,0,120.82,0,0.05,2020,1418
23-01-2020 00:00,106.34,187.98,8.8,48.17,57.08,57.54,14.81,0.95,0,66.49,0.9,150.31,0,0,96.63,999.44,0.05,2020,1418
24-01-2020 00:00,77.31,147.51,6.76,53.3,60.05,53.47,19.06,0.74,21.51,55.13,0.83,161.78,0,0,158.4,999.68,0.04,2020,1418
25-01-2020 00:00,93.69,172.98,14.72,59.6,74.22,62,23.86,0.79,22.4,57.09,0.8,172.83,0,0,159.26,998.89,0.04,2020,1418
26-01-2020 00:00,90,162.23,4.65,44.54,49.18,50.36,16.76,0.23,27.64,62.55,0.75,205.88,0,0,137.57,998.41,0.04,2020,1418
27-01-2020 00:00,94.9,179.57,17.74,56.21,73.95,69.08,17.84,1.23,18.8,63.67,0.85,173.68,0,0,144.26,997.98,0.04,2020,1418
28-01-2020 00:00,132.9,244.13,14.81,66.17,80.97,68.52,26.39,1.28,19.48,61.76,0.8,145.86,0,0,99.06,998.05,0.04,2020,1418
29-01-2020 00:00,113.5,187.31,6.7,44.11,50.89,48.09,13.06,1.21,11.67,91.42,0.72,113.79,0.05,5,72.9,999.14,0.03,2020,1418
30-01-2020 00:00,113.57,186.22,12.56,38.91,51.16,52.59,9.2,1.03,12.82,87.6,0.84,123.77,0.02,1.4,62.23,998.55,0.04,2020,1418
31-01-2020 00:00,69.16,126.91,9.66,39.38,49.03,43.47,14.92,0.68,23.7,63.91,0.91,226.89,0,0,181.24,998.96,0.04,2020,1418
01-02-2020 0:00,75.64,136.03,5.5,42.81,48.29,43.86,17.83,0.77,30.76,59.49,0.73,216.24,0,0,160.42,999.96,0.03,2020,1418
02-02-2020 0:00,64.67,117.23,4.24,30.64,34.88,37.42,17,0.6,30.67,62.15,0.76,215.99,0,0,182.83,0,0.02,2020,1418
03-02-2020 0:00,64.55,135.18,19.2,61.47,80.67,56.91,22.64,0.98,30.15,40.01,0.89,173.83,0,0,237.07,0,0.03,2020,1418
04-02-2020 0:00,86.29,166.25,8.53,64.07,72.6,55.02,28.78,0.92,27.23,54.7,0.65,183.18,0,0,153.21,999.23,0.04,2020,1418
05-02-2020 0:00,80.83,164.66,6.78,52.96,59.73,48.71,19.58,0.67,27.3,54.45,0.76,184.8,0,0,144.65,998.67,0.04,2020,1418
06-02-2020 0:00,75.64,150.17,3.86,37.17,41.03,33.29,15.55,0.59,38.32,53.58,0.85,150.19,0,0,160.53,999.25,0.04,2020,1418
07-02-2020 0:00,81.9,157.71,4.02,24.93,28.87,23.92,13.86,0.81,27.88,60.34,0.74,169.79,0,0,51.45,0,0.05,2020,1418
08-02-2020 0:00,110.13,207.96,4.63,21.37,26,22.35,24.75,0.98,21.8,61.84,0.78,129.69,0,0,57.43,0,0.04,2020,1418
09-02-2020 0:00,87.63,160.3,3.52,12.36,15.87,15.48,15.14,0.54,40.16,49.92,1.07,187.57,0,0,170.42,0,0.03,2020,1418
10-02-2020 0:00,68.99,136.31,3.94,14.85,18.77,15.53,15.51,0.76,34.27,49.48,0.8,204.12,0,0,177.27,0,0.05,2020,1418
11-02-2020 0:00,80.45,151.98,4.56,15.14,19.63,14.79,17.99,0.77,28.71,49.47,0.81,168.96,0,0,189.69,0,0.05,2020,1418
12-02-2020 0:00,79.81,158.42,5.27,17.96,23.16,15.97,23.7,0.89,24.51,53.34,0.78,194.84,0,0,111.89,999.75,0.03,2020,1418
13-02-2020 00:00,104.96,195.62,8.02,19.89,27.45,18.89,20.28,1.25,22.84,55.77,0.69,240.44,0,0,156.84,997.56,0.04,2020,1418
14-02-2020 00:00,111.98,209.45,4.77,17.82,22.57,15.23,23.69,0.72,20.83,50.8,0.68,235.64,0,0,166.84,995.69,0.03,2020,1418
15-02-2020 00:00,67.59,148.25,5.65,16.16,21.71,11.23,25.22,0.64,23.11,41.45,0.89,254.94,0,0,177.2,997.81,0.02,2020,1418
16-02-2020 00:00,78.09,164.87,8.73,9.98,18.71,4.59,30.76,1.05,25.39,45.53,0.73,217.04,0,0,177.89,999.47,0.02,2020,1418
17-02-2020 00:00,87.35,175,10.65,11.81,22.46,10.12,23.56,1.07,23.97,52.56,0.79,180.14,0,0,167.46,999.4,0.01,2020,1418
18-02-2020 00:00,101.8,190.99,13.72,19.2,32.92,14.87,25.33,0.94,28.97,53.48,0.77,237.99,0,0,158.41,998.75,0,2020,1418
19-02-2020 00:00,103.5,193.47,14.19,18.53,32.72,14.59,32.86,1.03,26.93,46.04,0.72,212.03,0,0,167.63,999.19,0.01,2020,1418
20-02-2020 00:00,107.14,211.63,14.09,17.02,31.11,14.24,23.02,0.81,24.97,60.05,0.77,213.94,0,0,156.63,999.65,0.02,2020,1418
21-02-2020 00:00,83.66,166.72,13.61,15.47,29.08,12.98,26.88,0.88,29.99,48.84,0.69,196.91,0,0,150.23,0,-0.02,2020,1418
22-02-2020 00:00,108.23,199.2,14.2,15.71,29.92,13.52,19.04,0.69,22.62,56.57,0.96,139.24,0,0,147.74,0,0.04,2020,1418
23-02-2020 00:00,80.98,144.28,13.29,12.28,25.57,11.32,22.9,0.65,26.85,56.57,0.81,149.99,0,0,132.02,999.63,0.03,2020,1418
24-02-2020 00:00,50.21,104.71,13.51,11.99,25.5,11.5,20.93,0.7,24.7,60.13,0.86,174.33,0,0,103.56,998.38,0.04,2020,1418
25-02-2020 00:00,40.04,87.7,11.58,10.51,20.13,9.9,10.24,0.49,22.01,73.56,1.24,194.87,0.01,0.6,106.93,998.06,0.05,2020,1418
26-02-2020 00:00,56.12,98.85,8.04,12.53,14.48,6.8,19.92,0.67,18.3,74.02,0.99,99.33,0,0,153.74,998.76,0.04,2020,1418
27-02-2020 00:00,71.88,130.5,8.7,22.74,31.39,11.23,18.04,0.68,19.27,70.22,0.84,143.39,0,0,115.12,999.22,0.02,2020,1418
28-02-2020 00:00,72.36,136.01,19.83,40.19,60,15,16.95,0.89,19.45,67.1,0.77,157.85,0,0,118.61,998.9,0.04,2020,1418
29-02-2020 00:00,110.73,197.35,33.12,51.29,84.41,15.66,26.19,0.99,20.31,61.27,0.78,171.9,0,0,138.55,997.9,0.04,2020,1418
01-03-2020 0:00,145.82,260.4,31.88,40.5,72.37,14.68,23.05,0.58,21.71,62.71,0.8,166.79,0,0,186.71,997.78,0.02,2020,1418
02-03-2020 0:00,101.29,201.72,24.62,54.61,77.34,17.27,27.46,0.94,24.54,46.39,0.83,182.43,0,0,217.54,997.22,0.03,2020,1418
03-03-2020 0:00,107.55,184.37,24.73,39.15,63.87,17.39,28.12,0.56,27.15,61.12,0.97,179.49,0,0,131.87,996.56,0.03,2020,1418
04-03-2020 0:00,42.82,73.11,23.46,28.3,51.74,15,17.16,0.56,24.69,70.08,0.9,223.41,0.17,15.6,149.83,996.84,0.02,2020,1418
05-03-2020 0:00,61.98,110.87,25.1,42.36,67.46,15.84,19.04,0.76,18.59,73.87,0.81,161.92,0.02,2.2,121.79,978.28,0.04,2020,1418
06-03-2020 0:00,48.89,94.46,23.96,39.73,63.65,16.72,11.12,0.63,18.3,71.36,0.84,144.7,0.02,1.4,197.33,997.73,0.03,2020,1418
07-03-2020 0:00,31.83,52.32,21.88,32.38,54.17,14.15,8.91,0.83,21.32,75.75,0.83,187.61,0,0,170.1,958.05,0.03,2020,1418
08-03-2020 0:00,35.5,62.06,29.84,28.05,57.89,13.93,8.82,0.58,15.82,83.53,0.72,270.42,0,0,59.51,957.48,0.01,2020,1418
09-03-2020 0:00,46.46,91.92,31.08,28.58,59.7,13.01,16.96,0.63,33.03,54.68,0.85,229.92,0,0,220.31,956.68,-0.08,2020,1418
10-03-2020 0:00,44.53,98.86,31.21,28.99,60.17,13.04,24.56,0.52,32.47,50.51,0.87,221.96,0,0,209.34,956.82,-0.02,2020,1418
11-03-2020 0:00,44.32,107.57,28.89,33.52,62.41,14.62,21.7,0.73,24.16,59.86,0.78,196.03,0,0,99.26,957,0.03,2020,1418
12-03-2020 0:00,56.18,123.65,28.86,43.31,72.17,16.3,10.47,1.15,16.79,73.16,0.82,213.35,0,0,146.65,976.2,0.04,2020,1418
13-03-2020 00:00,47.14,109.78,29.9,34.94,64.84,14.71,16.28,0.58,24.47,67.18,0.98,154.82,0,0,177.09,998.06,0.05,2020,1418
14-03-2020 00:00,19.06,36.46,27.56,19.38,46.94,12.13,7.17,0.37,21.13,84.38,1.32,118.15,0.13,12.6,79.45,997.97,0.04,2020,1418
15-03-2020 00:00,41.43,71.27,31.3,29.83,61.13,14.23,9.72,0.79,14.42,85.29,0.79,197.07,0.02,2,101.5,997.82,0.04,2020,1418
16-03-2020 00:00,49.24,102.34,29.87,36.76,64.65,14.99,10.66,0.56,17.37,66.62,0.92,237.6,0,0,191.69,998.44,0.04,2020,1418
17-03-2020 00:00,51.9,128.46,28.27,40.53,68.79,15.36,14.14,0.69,24.82,57.64,0.79,191.16,0,0,177.39,998.76,0.04,2020,1418
18-03-2020 00:00,54.88,127.99,29.09,35.57,64.66,14.2,15.31,0.67,26.32,56.24,0.82,242.11,0,0,213.89,997.71,0.03,2020,1418
19-03-2020 00:00,62.72,151.16,30.73,41.98,71.52,15.21,31.02,0.68,25.63,51.52,0.7,209.76,0,0,177.01,996.98,0.02,2020,1418
20-03-2020 00:00,44.7,124.48,32.51,35.89,68.4,15.46,22.23,0.97,24.15,46.28,0.83,193.22,0,0,232.99,982.99,0.03,2020,1418
21-03-2020 00:00,65.41,161.4,29.5,37.32,66.31,16.15,26.84,0.59,24.03,46.72,0.89,214.8,0,0,184.95,995.57,0.02,2020,1418
22-03-2020 00:00,35.25,82.13,27.4,27.41,54.81,13.71,19.35,0.57,24.76,63.29,0.87,136.91,0,0,175.99,990.33,0.02,2020,1418
23-03-2020 00:00,45.37,101.25,28.96,28.01,56.98,13.24,16.9,0.6,26.22,62.06,0.91,129.87,0,0,177.99,996.82,0.02,2020,1418
24-03-2020 00:00,49.77,99.63,28.83,23.27,52.11,12.14,12.86,0.52,28.52,55.59,0.78,156.44,0,0,222.86,917.45,0,2020,1418
25-03-2020 00:00,62.03,126.87,28.95,27.95,56.89,13.55,18.51,0.6,21.95,63.42,0.69,175.68,0,0,203.54,978.64,0.02,2020,1418
26-03-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
27-03-2020 00:00,24.41,76.43,28.08,20.27,49.15,12.21,11.46,0.42,23.37,37.84,1.23,162.57,0,0,49.87,974.63,-0.08,2020,1418
28-03-2020 00:00,27.3,76.66,30.09,15.43,45.52,11.2,11.22,0.46,24.59,42.87,2.1,228.85,0,0,231.52,955,-0.09,2020,1418
29-03-2020 00:00,22.49,57.5,27.14,11.1,37.98,10.94,11.73,0.35,30.17,36.21,2.12,245.87,0,0,259.51,841.82,-0.09,2020,1418
30-03-2020 00:00,21.81,63.61,27.47,11.89,39.2,10.61,12.99,0.38,31.59,31.12,1.87,247.07,0,0,244.26,846.55,-0.09,2020,1418
31-03-2020 00:00,30.21,86.83,28.12,15.82,44.13,10.45,14.69,0.45,30.26,36.61,1.86,205.67,0,0,311.84,913.58,-0.08,2020,1418
01-04-2020 0:00,41.82,101.89,27.71,21.87,49.58,11.67,21.06,0.5,35.76,29.88,1.96,211.64,0,0,299.2,986.44,0.03,2020,1418
02-04-2020 0:00,44.43,103.75,30.96,22.03,52.99,11.83,15.59,0.55,29.43,40.13,1.8,182.34,0,0,243.41,991.21,0.02,2020,1418
03-04-2020 0:00,35.03,89.84,26.53,16.82,43.29,10.84,10.79,0.41,27.9,35.68,2.15,211.19,0,0,239.41,969.93,0,2020,1418
04-04-2020 0:00,35.41,89.69,26.56,18.51,45,11.02,17,0.6,29.72,33.23,2.15,126.86,0,0,218.57,996.08,0.01,2020,1418
05-04-2020 0:00,35.58,91.55,29.82,15.85,45.21,9.62,13.62,0.49,29.63,27.01,2.13,181.74,0,0,247.04,991,0.01,2020,1418
06-04-2020 0:00,39.14,104.58,28.09,17.06,45.03,9.18,19.49,0.66,26.44,26.34,1.18,239.45,0,0,246.37,994.53,0.02,2020,1418
07-04-2020 0:00,42.03,119.67,28.64,20.44,49.02,9.59,23.48,0.74,25.24,28.06,1.08,231.49,0,0,211.12,973.1,0.01,2020,1418
08-04-2020 0:00,34.33,80.17,26.78,13.15,39.47,7.64,17.46,0.48,28.6,32.88,1.15,257.77,0,0.2,232.07,939.57,-0.01,2020,1418
09-04-2020 0:00,27.89,60.66,28.73,19.29,47.85,9.96,14.77,0.57,28.29,37.52,1.05,206.69,0,0.2,264.76,970.7,-0.01,2020,1418
10-04-2020 0:00,31.59,77.88,30.04,25.12,54.81,11.01,16.96,0.83,27.5,45.3,1.13,204.39,0,0,214.56,995.25,0.02,2020,1418
11-04-2020 0:00,30.31,75.29,28.84,26.16,54.87,11.02,10.83,1,32.31,48.74,0.98,222.93,0,0,232.98,995.76,0.03,2020,1418
12-04-2020 0:00,35.22,94.12,27.35,22.4,49.7,10.25,10.41,0.97,25.88,60,0.93,168.79,0,0,215.03,994.09,0.03,2020,1418
13-04-2020 00:00,32.84,87.41,22.65,38.49,61.14,11.24,5.91,0.99,18.16,75.19,0.93,263.67,0,0,6.96,992.86,0.01,2020,1418
14-04-2020 00:00,33.04,86.99,22.8,30.23,52.2,33.36,8.27,0.37,22.62,52.39,0.93,148.45,0,0,69.07,973.19,0.01,2020,1418
15-04-2020 00:00,28.51,74.08,23.71,9.08,32.88,33.08,11.34,0.3,19.1,65.78,1.14,148.83,0,0,152.83,896.97,0,2020,1418
16-04-2020 00:00,28.75,78.25,23.77,8.32,32.09,37.54,11.15,0.38,24.46,57.59,0.67,151.23,0,0,293.92,758.57,0,2020,1418
17-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
18-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
19-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
20-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
21-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
22-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
23-04-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
24-04-2020 00:00,21.72,43.32,11.86,7.07,18.95,18.02,11.72,0.3,25.27,69.69,1.32,214.48,0.18,9,246,992.43,0,2020,1418
25-04-2020 00:00,19.24,39.24,12.25,7.66,20.1,18.49,14.14,0.35,17.43,80.89,1.51,171.11,0.03,2.6,191.44,994.36,0.03,2020,1418
26-04-2020 00:00,29.06,52.91,12.34,7.6,19.99,17.83,8,0.34,15.61,87.28,1.45,101.28,0.01,0.6,135.94,996.87,0.1,2020,1418
27-04-2020 00:00,21.87,40.74,11.76,7.07,18.82,17.56,7.82,0.28,15.47,83.91,1.31,100.42,0,0,112.52,998.27,0.11,2020,1418
28-04-2020 00:00,16.08,35.48,11.68,6.55,18.23,16.92,8.03,0.3,17.36,80.78,1.34,105.82,0,0,183.06,997.2,0.11,2020,1418
29-04-2020 00:00,28.44,53.68,12.03,7.09,19.07,16.86,8.17,0.35,20.63,77.86,1.18,115.87,0,0,163.44,995.12,0.11,2020,1418
30-04-2020 00:00,36.16,70.66,12.78,6.49,19.27,17.14,8.44,0.36,18.83,75.51,1.15,102.89,0,0,165.15,982.8,0.11,2020,1418
01-05-2020 0:00,28.48,54.95,12.32,8.37,20.66,14.13,7.52,0.34,15.66,83.04,1.15,149.54,0,0,164.77,894.6,0.07,2020,1418
02-05-2020 0:00,22.97,47.25,8.58,9.9,17.93,16.4,10.5,0.47,15.24,85.89,1.35,90.53,0,0.4,115.67,840.9,0.08,2020,1418
03-05-2020 0:00,30.34,54.27,10.13,8.56,18.68,15.99,8.62,0.46,19.8,75.07,1.22,118.92,0,0,209.07,985.62,0.08,2020,1418
04-05-2020 0:00,45.96,84.03,10.09,9.09,19.17,16.08,7.72,0.57,15.81,73.53,0.86,172.45,0,0,159.47,984.59,0.08,2020,1418
05-05-2020 0:00,25.75,48.42,10.46,7.27,17.74,15.45,8.51,0.44,18.41,71.2,0.8,142.53,0,0.4,149.98,983.31,0.08,2020,1418
06-05-2020 0:00,11.93,32.7,10.67,7.95,18.62,15.45,12.44,0.39,21.85,77.96,0.75,168.99,0.15,8.8,363.59,962.88,0.08,2020,1418
07-05-2020 0:00,26.76,46.76,18.1,16.39,33.11,7.6,9.64,0.3,24.62,70.77,0.75,109.86,0.02,0.6,40.56,974.24,0.09,2020,1418
08-05-2020 0:00,27.27,47.73,9.98,14.77,24.75,7.05,7.1,0.45,22.28,69.55,0.93,186.97,0,0,221.46,993.2,0.11,2020,1418
09-05-2020 0:00,42.46,76.11,9.95,13.79,23.74,6.95,3.84,0.46,19.73,66.8,0.64,182.91,0,0,206.86,994.11,0.11,2020,1418
10-05-2020 0:00,54.27,93.69,9.19,14.05,23.33,6.52,2.88,0.55,13.84,75.61,0.52,160.46,0.19,11.8,270.35,994.44,0.12,2020,1418
11-05-2020 0:00,29.65,62.53,9.71,14.44,24.16,7.06,5.95,0.63,22.31,67.39,0.65,191.05,0,0,220.88,973.08,0.02,2020,1418
12-05-2020 0:00,33.25,79.89,11.75,17.42,29.05,7.95,6.91,0.48,21.94,69.55,9.8,181.08,0,0.2,200.12,995.09,0,2020,1418
13-05-2020 00:00,34,74.37,16.54,17.06,33.61,7.43,4.77,0.63,19.95,68.14,31.29,196.75,0,0,171,0,0,2020,1418
14-05-2020 00:00,28.99,47.79,17.26,17.64,34.9,7.78,3.75,0.37,13.24,82.39,28.42,186.17,0,0,16.47,0,0,2020,1418
15-05-2020 00:00,44.59,91.52,0,0,0,237.65,3.71,0.35,21.91,65.39,1.58,139.58,0,0,24.47,0,0.04,2020,1418
16-05-2020 00:00,36.74,87.62,11.32,32.77,44.09,17.3,7.23,0.61,27.64,53.48,0.91,209.57,0,0,192.57,0,0.08,2020,1418
17-05-2020 00:00,41.47,87.5,12.35,16.59,26.23,11.79,7.49,0.53,26.21,57.42,0.92,202.93,0,0,134.74,994.9,0.07,2020,1418
18-05-2020 00:00,28.22,66.18,10.45,13.47,23.89,10.22,2.95,0.5,19.87,60.25,0.98,174.62,0,0,192.54,0,0.08,2020,1418
19-05-2020 00:00,19.84,39.24,11.79,12.12,22.71,10.28,3.35,0.45,7.59,72.64,0.65,151.92,0,0,82.58,0,0.08,2020,1418
20-05-2020 00:00,21.49,43.41,13.93,4.01,13.4,9.17,4.23,0.35,12.42,84,1.43,74.29,0.28,12,35.29,0,0.08,2020,1418
21-05-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
22-05-2020 00:00,23.57,55.05,12.87,6.48,19.33,7.08,3.52,0.39,19.69,70.34,0.91,188.5,0,0,185.9,0,0.07,2020,1418
23-05-2020 00:00,41.93,84.4,14.91,6.03,20.92,8.04,3.7,0.51,13.88,80.02,0.69,170.46,0,0,240.09,0,0.07,2020,1418
24-05-2020 00:00,43.65,95.24,13.22,6.81,19.87,7.33,2.22,0.43,16.9,72.78,0.88,176.88,0,0,80.1,0,0.07,2020,1418
25-05-2020 00:00,29.4,70.25,14.82,5.72,20.53,7.61,2.2,0.52,14.98,78.92,1.19,193.11,0,0,141.22,0,0.07,2020,1418
26-05-2020 00:00,29.73,68.9,13.42,6.98,20.4,8.89,2.29,0.51,13.98,78.69,1.4,204.53,0,0,132.24,0,0.08,2020,1418
27-05-2020 00:00,20.71,49.53,11.87,8.17,20.04,9.83,2.95,0.54,12.01,87.96,0.8,153.9,0.12,10.8,79.79,0,0.07,2020,1418
28-05-2020 00:00,18.87,35.18,12.67,7.71,20.38,10.14,3.25,0.43,23.91,87.56,0.74,149.23,0,0,56.92,0,0.07,2020,1418
29-05-2020 00:00,34.87,67.72,12.09,7.89,19.98,9.86,4.72,0.5,27.66,78.22,0.59,173.58,0,0,154.79,0,0.07,2020,1418
30-05-2020 00:00,35.17,72.5,11.04,9.21,18.94,9.34,4.65,0.43,11.42,83.5,0.7,184.47,0.04,3.4,118.7,0,0.05,2020,1418
31-05-2020 00:00,28.61,64.66,12.37,7.68,20.05,10.05,5.11,0.5,19.27,81.56,0.73,180.18,0.02,1.4,144.06,0,0.06,2020,1418
01-06-2020 0:00,23.7,52.17,13.64,5.56,19.08,9.88,4.31,0.47,17.3,80.08,0.93,204.41,0.2,18.8,171.76,0,0.08,2020,1418
02-06-2020 0:00,31.4,68.32,16.89,2.21,18.8,10.14,4.92,0.6,22.64,70.98,0.72,211.85,0,0,190.98,0,0.07,2020,1418
03-06-2020 0:00,31.98,60.97,15.11,5.2,19.7,10.36,7.17,0.55,20.52,72.32,0.88,222.74,0,0,151.76,0,0.08,2020,1418
04-06-2020 0:00,43.53,88.15,10.71,9.38,19.51,8.77,10.9,0.61,16.96,71.28,0.77,188.79,0,0,144.24,994.9,0.05,2020,1418
05-06-2020 0:00,15.78,30.96,9.57,7.75,17.18,6.75,4.4,0.41,9.68,76.13,1.12,208.64,0,0,162.69,0,0.05,2020,1418
06-06-2020 0:00,34.89,67.22,9.23,5.7,14.87,4.18,5.57,0.71,6.99,66.42,0.74,168.66,0,0,156.26,0,0.07,2020,1418
07-06-2020 0:00,53.92,97.99,9.79,6.23,14.92,4.31,5.37,0.7,6.46,78.97,0.83,136.45,0.5,44.2,128.94,0,0.08,2020,1418
08-06-2020 0:00,43.19,75.47,8.77,5.59,14.3,3.36,4.51,0.57,19.57,76.7,0.75,151.16,0.02,1.8,173.89,0,0.08,2020,1418
09-06-2020 0:00,38.3,67.86,0,0,0,0,2.23,0.5,12.27,82.99,0.74,158.95,0.07,6.2,143.76,0,0.08,2020,1418
10-06-2020 0:00,33.39,59.07,0,0,0,0,1.83,0.43,8.72,80.14,0.59,142.57,0,0,177.81,0,0.07,2020,1418
11-06-2020 0:00,27.85,55.69,0,0,0,0,2.55,0.4,6.16,86.04,0.63,146.62,0.04,3,197.9,0,0.02,2020,1418
12-06-2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
13-06-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
14-06-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
15-06-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
16-06-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
17-06-2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
18-06-2020 00:00,19.69,47.21,10.99,2.25,10.64,2.23,2.45,0.35,13.66,82.74,0.69,191.8,0.03,0.8,22.64,0,0,2020,1418
19-06-2020 00:00,20.88,43.76,25.31,12.87,26.85,3.07,2.72,0.44,14.33,87.31,0.82,190.63,0.15,12.6,122.5,0,0.05,2020,1418
20-06-2020 00:00,23.13,41.17,12.58,15.46,27.81,3.55,2.75,0.42,9.43,87.64,0.54,155.92,0.08,5.4,157.57,0,0.08,2020,1418
21-06-2020 00:00,16.35,36.54,18.08,9.12,27.2,4.03,2.6,0.44,6.82,91.36,0.45,130.72,0.01,1.2,82.58,0,0.08,2020,1418
22-06-2020 00:00,23.85,46.11,13.87,11.93,25.84,3.34,2.43,0.54,8.08,91.78,0.63,144.27,0.08,7.4,107.49,0,0.08,2020,1418
23-06-2020 00:00,24.75,52.72,9.28,12.8,22.07,3.24,2.31,0.39,8.4,90.17,0.7,166.23,0.01,0.6,113.88,0,0.09,2020,1418
24-06-2020 00:00,20.92,48.25,10.34,8.41,18.75,5.46,2.83,0.35,7.31,83.6,1.09,205.2,0,0,136.95,0,0.08,2020,1418
25-06-2020 00:00,18.35,40.68,10.5,8.26,18.76,5.38,1.97,0.36,8.63,86.98,1.24,210.51,0.29,27.2,119.15,0,0.08,2020,1418
